1,1,6.65161e-10,1.72985e-14
0.576255,0.400966,3.83302e-10,6.93611e-15
0.576255,0.400966,3.83302e-10,6.93611e-15
0.576255,0.400966,3.83302e-10,6.93611e-15
0.576255,0.400966,3.83302e-10,6.93611e-15
0.576255,0.400966,3.83302e-10,6.93611e-15
0.463301,0.253782,3.08169e-10,4.39004e-15
0.463301,0.253782,3.08169e-10,4.39004e-15
0.463301,0.253782,3.08169e-10,4.39004e-15
0.463301,0.253782,3.08169e-10,4.39004e-15
0.462107,0.281392,3.07376e-10,4.86765e-15
0.462107,0.281392,3.07376e-10,4.86765e-15
1.06458,0.868601,7.08119e-10,1.50255e-14
0.519602,0.306837,3.45619e-10,5.30782e-15
0.443647,0.264312,2.95097e-10,4.5722e-15
0.443647,0.264312,2.95097e-10,4.5722e-15
1.4164,1.43477,9.42132e-10,2.48193e-14
1.4164,1.43477,9.42132e-10,2.48193e-14
1.4164,1.43477,9.42132e-10,2.48193e-14
1.4164,1.43477,9.42132e-10,2.48193e-14
0.731964,0.544991,4.86874e-10,9.42751e-15
0.731964,0.544991,4.86874e-10,9.42751e-15
0.953631,0.963835,6.34318e-10,1.66729e-14
0.953631,0.963835,6.34318e-10,1.66729e-14
0.953631,0.963835,6.34318e-10,1.66729e-14
1.38275,1.38038,9.19752e-10,2.38785e-14
1.38275,1.38038,9.19752e-10,2.38785e-14
1.38275,1.38038,9.19752e-10,2.38785e-14
1.38275,1.38038,9.19752e-10,2.38785e-14
0.628961,0.45599,4.18361e-10,7.88794e-15
0.561357,0.374074,3.73393e-10,6.47091e-15
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
1.37537,1.3683,9.14841e-10,2.36694e-14
0.40156,0.215668,2.67102e-10,3.73074e-15
0.40156,0.215668,2.67102e-10,3.73074e-15
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.39925,1.40643,9.30728e-10,2.43291e-14
1.03328,1.08186,6.873e-10,1.87145e-14
0.564612,0.387425,3.75558e-10,6.70186e-15
0.564612,0.387425,3.75558e-10,6.70186e-15
0.564612,0.387425,3.75558e-10,6.70186e-15
0.564612,0.387425,3.75558e-10,6.70186e-15
0.564612,0.387425,3.75558e-10,6.70186e-15
0.648735,0.447065,4.31513e-10,7.73354e-15
0.648735,0.447065,4.31513e-10,7.73354e-15
0.648735,0.447065,4.31513e-10,7.73354e-15
0.648735,0.447065,4.31513e-10,7.73354e-15
0.648735,0.447065,4.31513e-10,7.73354e-15
1.3413,1.31554,8.92179e-10,2.27569e-14
1.3413,1.31554,8.92179e-10,2.27569e-14
1.3413,1.31554,8.92179e-10,2.27569e-14
1.3413,1.31554,8.92179e-10,2.27569e-14
1.3413,1.31554,8.92179e-10,2.27569e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
1.0692,1.05162,7.11192e-10,1.81915e-14
